step,queue,waiting,throughput
20,35.0,449.0,0
21,44.0,850.0,2
22,41.0,750.0,2
23,28.0,507.0,1
24,29.0,254.0,1
25,36.0,438.0,0
26,49.0,849.0,2
27,62.0,1400.0,3
28,66.0,2031.0,1
29,70.0,2701.0,1
30,59.0,2127.0,2
31,46.0,1559.0,2
32,37.0,1004.0,0
33,22.0,277.0,0
34,23.0,184.0,3
35,36.0,467.0,2
36,32.0,305.0,2
37,34.0,297.0,0
38,36.0,350.0,2
39,26.0,200.0,3
40,20.0,71.0,2
41,20.0,179.0,2
42,20.0,337.0,2
43,18.0,124.0,2
44,15.0,43.0,3
45,23.0,171.0,2
46,27.0,402.0,2
47,24.0,278.0,1
48,14.0,56.0,4
49,23.0,193.0,1
50,34.0,468.0,3
51,35.0,419.0,2
52,34.0,349.0,4
53,18.0,98.0,2
54,21.0,168.0,2
55,36.0,448.0,2
56,43.0,832.0,1
57,44.0,1250.0,3
58,48.0,1700.0,1
59,51.0,2188.0,3
60,56.0,2715.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,9.0,0
6,5.0,45.0,0
7,4.0,6.0,0
8,6.0,23.0,0
9,4.0,16.0,1
10,4.0,9.0,0
11,7.0,56.0,2
12,12.0,142.0,2
13,5.0,16.0,0
14,9.0,29.0,1
15,13.0,130.0,3
16,15.0,263.0,0
17,8.0,47.0,2
18,11.0,32.0,2
19,4.0,15.0,0
20,8.0,72.0,1
21,8.0,26.0,1
22,11.0,103.0,0
23,14.0,223.0,1
24,7.0,20.0,1
25,8.0,34.0,3
26,18.0,170.0,2
27,23.0,357.0,0
28,26.0,597.0,2
29,13.0,178.0,2
30,8.0,58.0,1
31,10.0,133.0,0
32,8.0,32.0,2
33,15.0,54.0,1
34,16.0,154.0,0
35,12.0,57.0,1
36,10.0,33.0,2
37,22.0,178.0,3
38,23.0,391.0,4
39,27.0,630.0,4
40,33.0,899.0,1
41,17.0,257.0,1
42,8.0,67.0,1
43,10.0,25.0,0
44,20.0,167.0,1
45,27.0,409.0,1
46,35.0,695.0,3
47,35.0,1026.0,1
48,23.0,487.0,3
49,19.0,160.0,1
50,11.0,171.0,0
51,16.0,310.0,0
52,15.0,66.0,1
53,20.0,159.0,3
54,26.0,383.0,0
55,32.0,656.0,2
56,20.0,409.0,1
57,10.0,88.0,3
58,14.0,139.0,1
59,7.0,25.0,3
60,8.0,28.0,2
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,9.0,0
6,5.0,19.0,0
7,10.0,79.0,0
8,4.0,10.0,0
9,7.0,29.0,1
10,14.0,116.0,0
11,3.0,9.0,2
12,7.0,32.0,1
13,16.0,133.0,1
14,18.0,281.0,1
15,2.0,10.0,1
16,10.0,46.0,3
17,20.0,195.0,1
18,22.0,403.0,1
19,27.0,641.0,1
20,32.0,919.0,0
21,22.0,510.0,0
22,14.0,112.0,2
23,12.0,139.0,1
24,14.0,254.0,1
25,10.0,39.0,0
26,14.0,35.0,0
27,9.0,38.0,1
28,12.0,54.0,1
29,18.0,186.0,2
30,19.0,357.0,2
31,23.0,565.0,2
32,28.0,809.0,2
33,29.0,1083.0,2
34,25.0,530.0,1
35,14.0,68.0,2
36,6.0,19.0,0
37,10.0,85.0,0
38,8.0,22.0,1
39,10.0,33.0,0
40,10.0,28.0,1
41,14.0,59.0,3
42,8.0,28.0,2
43,25.0,184.0,2
44,28.0,435.0,1
45,32.0,733.0,1
46,36.0,1065.0,2
47,24.0,502.0,1
48,16.0,74.0,1
49,22.0,185.0,0
50,24.0,168.0,0
51,22.0,156.0,1
52,10.0,28.0,3
53,23.0,178.0,0
54,34.0,455.0,2
55,46.0,856.0,0
56,49.0,1317.0,0
57,53.0,1823.0,3
58,41.0,1255.0,0
59,33.0,760.0,0
60,20.0,210.0,2
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,5.0,39.0,0
7,6.0,8.0,0
8,6.0,29.0,0
9,3.0,12.0,0
10,11.0,60.0,1
11,11.0,155.0,1
12,16.0,287.0,2
13,21.0,454.0,2
14,22.0,662.0,4
15,14.0,201.0,1
16,10.0,57.0,0
17,9.0,140.0,1
18,8.0,22.0,0
19,13.0,110.0,0
20,9.0,31.0,2
21,12.0,125.0,2
22,10.0,35.0,2
23,9.0,29.0,1
24,15.0,158.0,0
25,11.0,55.0,2
26,12.0,79.0,0
27,11.0,176.0,2
28,17.0,314.0,2
29,23.0,493.0,2
30,14.0,144.0,2
31,6.0,55.0,1
32,11.0,36.0,2
33,21.0,187.0,0
34,11.0,59.0,1
35,9.0,27.0,2
36,19.0,171.0,0
37,28.0,415.0,0
38,21.0,286.0,1
39,12.0,83.0,0
40,12.0,140.0,1
41,9.0,34.0,1
42,9.0,31.0,2
43,9.0,25.0,3
44,19.0,161.0,1
45,22.0,364.0,2
46,13.0,88.0,2
47,10.0,35.0,2
48,6.0,16.0,1
49,8.0,62.0,2
50,10.0,37.0,2
51,16.0,160.0,0
52,20.0,327.0,1
53,11.0,104.0,3
54,10.0,30.0,1
55,22.0,169.0,0
56,27.0,408.0,0
57,30.0,683.0,0
58,36.0,1005.0,1
59,38.0,1361.0,1
60,27.0,704.0,2
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,9.0,0
6,5.0,19.0,0
7,6.0,8.0,0
8,8.0,59.0,0
9,2.0,12.0,1
10,9.0,31.0,0
11,15.0,130.0,0
12,14.0,258.0,3
13,7.0,38.0,0
14,9.0,58.0,2
15,10.0,35.0,1
16,15.0,166.0,0
17,22.0,343.0,1
18,25.0,561.0,3
19,9.0,80.0,1
20,8.0,41.0,0
21,12.0,123.0,0
22,7.0,25.0,1
23,16.0,148.0,1
24,19.0,304.0,1
25,21.0,500.0,2
26,26.0,732.0,2
27,19.0,297.0,1
28,10.0,36.0,1
29,23.0,192.0,0
30,25.0,168.0,0
31,11.0,96.0,0
32,9.0,33.0,0
33,24.0,189.0,0
34,13.0,92.0,0
35,9.0,77.0,2
36,13.0,172.0,0
37,9.0,32.0,0
38,12.0,33.0,1
39,11.0,34.0,1
40,16.0,162.0,1
41,23.0,356.0,0
42,10.0,61.0,2
43,7.0,56.0,3
44,8.0,24.0,2
45,18.0,143.0,2
46,19.0,309.0,2
47,21.0,506.0,1
48,18.0,186.0,2
49,7.0,52.0,1
50,6.0,23.0,2
51,23.0,162.0,1
52,12.0,93.0,3
53,10.0,38.0,1
54,9.0,21.0,2
55,7.0,31.0,3
56,19.0,178.0,1
57,17.0,138.0,0
58,10.0,35.0,1
59,22.0,191.0,1
60,19.0,101.0,2
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,5.0,39.0,0
7,5.0,6.0,0
8,6.0,29.0,0
9,10.0,112.0,0
10,5.0,8.0,1
11,8.0,58.0,1
12,1.0,4.0,1
13,8.0,43.0,1
14,3.0,6.0,1
15,6.0,55.0,2
16,9.0,123.0,1
17,17.0,227.0,1
18,17.0,381.0,1
19,21.0,573.0,2
20,27.0,799.0,0
21,17.0,288.0,0
22,9.0,30.0,0
23,6.0,18.0,0
24,10.0,41.0,0
25,24.0,212.0,4
26,32.0,483.0,2
27,37.0,812.0,2
28,26.0,592.0,2
29,22.0,203.0,0
30,22.0,179.0,2
31,34.0,458.0,2
32,36.0,433.0,3
33,29.0,285.0,3
34,11.0,56.0,1
35,8.0,72.0,1
36,13.0,164.0,4
37,9.0,34.0,1
38,22.0,185.0,1
39,37.0,470.0,1
40,25.0,286.0,2
41,18.0,134.0,1
42,9.0,26.0,1
43,9.0,64.0,1
44,9.0,32.0,1
45,24.0,186.0,3
46,36.0,467.0,2
47,43.0,861.0,0
48,32.0,568.0,3
49,22.0,304.0,3
50,11.0,44.0,0
51,24.0,200.0,2
52,23.0,139.0,0
53,23.0,103.0,2
54,21.0,183.0,4
55,25.0,171.0,1
56,26.0,190.0,3
57,14.0,83.0,2
58,13.0,35.0,2
59,14.0,67.0,1
60,24.0,244.0,3
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,2.0,10.0,0
7,9.0,53.0,0
8,3.0,7.0,0
9,7.0,35.0,0
10,14.0,127.0,1
11,4.0,8.0,0
12,7.0,25.0,3
13,15.0,127.0,1
14,19.0,275.0,2
15,7.0,64.0,2
16,7.0,64.0,1
17,13.0,149.0,2
18,6.0,23.0,0
19,8.0,92.0,4
20,5.0,3.0,1
21,8.0,55.0,2
22,11.0,151.0,2
23,17.0,276.0,1
24,18.0,434.0,0
25,4.0,16.0,3
26,11.0,31.0,1
27,9.0,40.0,1
28,8.0,74.0,1
29,11.0,31.0,1
30,18.0,166.0,0
31,8.0,32.0,2
32,10.0,21.0,1
33,18.0,156.0,3
34,12.0,81.0,1
35,11.0,63.0,1
36,9.0,36.0,1
37,9.0,45.0,1
38,10.0,35.0,1
39,7.0,29.0,2
40,9.0,37.0,1
41,9.0,22.0,1
42,9.0,81.0,0
43,9.0,27.0,2
44,8.0,19.0,1
45,9.0,37.0,2
46,16.0,162.0,1
47,8.0,40.0,1
48,6.0,50.0,2
49,11.0,133.0,1
50,4.0,10.0,2
51,7.0,52.0,2
52,3.0,13.0,2
53,7.0,22.0,1
54,3.0,12.0,2
55,8.0,67.0,3
56,4.0,7.0,1
57,6.0,25.0,2
58,4.0,9.0,1
59,9.0,49.0,0
60,7.0,28.0,2
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,9.0,0
6,5.0,45.0,0
7,11.0,113.0,0
8,14.0,228.0,0
9,16.0,377.0,1
10,11.0,63.0,0
11,9.0,55.0,0
12,9.0,134.0,1
13,14.0,255.0,1
14,20.0,410.0,2
15,8.0,31.0,1
16,10.0,97.0,1
17,10.0,33.0,2
18,8.0,35.0,3
19,10.0,42.0,1
20,18.0,173.0,2
21,5.0,15.0,2
22,8.0,63.0,2
23,13.0,151.0,1
24,14.0,269.0,0
25,19.0,425.0,2
26,22.0,622.0,0
27,27.0,851.0,1
28,30.0,1123.0,0
29,17.0,265.0,0
30,10.0,24.0,0
31,2.0,10.0,1
32,8.0,56.0,2
33,13.0,141.0,1
34,15.0,262.0,1
35,8.0,30.0,2
36,10.0,26.0,1
37,8.0,34.0,1
38,9.0,94.0,3
39,14.0,190.0,0
40,3.0,7.0,2
41,7.0,59.0,1
42,11.0,36.0,1
43,13.0,145.0,2
44,3.0,13.0,3
45,10.0,64.0,2
46,8.0,40.0,2
47,12.0,141.0,2
48,19.0,276.0,0
49,19.0,454.0,0
50,23.0,663.0,2
51,13.0,78.0,1
52,6.0,54.0,2
53,10.0,133.0,0
54,11.0,31.0,0
55,15.0,156.0,2
56,10.0,49.0,0
57,10.0,34.0,3
58,22.0,184.0,1
59,6.0,35.0,2
60,11.0,31.0,3
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,9.0,0
6,5.0,19.0,0
7,10.0,79.0,0
8,4.0,13.0,0
9,6.0,57.0,1
10,13.0,139.0,1
11,4.0,8.0,2
12,6.0,46.0,2
13,9.0,121.0,2
14,4.0,6.0,2
15,9.0,38.0,2
16,17.0,167.0,3
17,19.0,328.0,1
18,21.0,528.0,2
19,13.0,173.0,3
20,10.0,34.0,2
21,22.0,188.0,2
22,30.0,452.0,1
23,24.0,335.0,2
24,11.0,88.0,3
25,9.0,27.0,0
26,23.0,170.0,0
27,30.0,435.0,2
28,35.0,757.0,2
29,39.0,1107.0,1
30,26.0,618.0,1
31,19.0,193.0,2
32,10.0,28.0,1
33,8.0,31.0,0
34,9.0,25.0,2
35,16.0,53.0,2
36,10.0,31.0,0
37,23.0,181.0,0
38,35.0,459.0,2
39,30.0,416.0,3
40,25.0,238.0,1
41,24.0,193.0,3
42,25.0,190.0,0
43,25.0,174.0,3
44,14.0,76.0,0
45,21.0,180.0,0
46,20.0,92.0,3
47,24.0,105.0,0
48,16.0,52.0,1
49,14.0,42.0,1
50,7.0,17.0,2
51,11.0,37.0,1
52,25.0,199.0,2
53,36.0,494.0,2
54,38.0,487.0,1
55,33.0,402.0,2
56,19.0,182.0,1
57,13.0,39.0,0
58,13.0,83.0,2
59,10.0,39.0,4
60,16.0,57.0,2
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,9.0,0
6,5.0,20.0,0
7,5.0,12.0,0
8,4.0,13.0,0
9,5.0,23.0,1
10,12.0,95.0,1
11,4.0,12.0,1
12,5.0,48.0,2
13,9.0,28.0,3
14,11.0,114.0,2
15,14.0,233.0,1
16,19.0,386.0,3
17,7.0,31.0,2
18,8.0,84.0,2
19,8.0,24.0,1
20,12.0,112.0,1
21,14.0,240.0,1
22,9.0,27.0,4
23,8.0,37.0,0
24,19.0,176.0,2
25,11.0,81.0,2
26,8.0,67.0,0
27,9.0,31.0,2
28,8.0,40.0,0
29,11.0,117.0,2
30,8.0,53.0,2
31,9.0,33.0,1
32,14.0,133.0,2
33,6.0,17.0,1
34,9.0,58.0,2
35,6.0,21.0,1
36,8.0,31.0,2
37,4.0,14.0,0
38,9.0,27.0,3
39,13.0,130.0,1
40,16.0,272.0,0
41,6.0,15.0,1
42,8.0,27.0,1
43,6.0,20.0,1
44,9.0,52.0,1
45,11.0,140.0,1
46,15.0,261.0,3
47,21.0,427.0,2
48,23.0,634.0,3
49,15.0,203.0,2
50,9.0,65.0,1
51,9.0,31.0,0
52,18.0,170.0,2
53,26.0,377.0,1
54,27.0,620.0,1
55,31.0,911.0,3
56,35.0,1238.0,2
57,29.0,748.0,2
58,17.0,204.0,0
59,7.0,19.0,0
60,21.0,152.0,2
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,5.0,39.0,0
7,12.0,113.0,0
8,4.0,9.0,0
9,8.0,32.0,0
10,16.0,141.0,0
11,4.0,11.0,2
12,6.0,58.0,2
13,8.0,20.0,3
14,7.0,24.0,0
15,8.0,25.0,2
16,8.0,21.0,2
17,13.0,105.0,4
18,16.0,244.0,0
19,20.0,424.0,1
20,14.0,123.0,3
21,7.0,55.0,1
22,11.0,144.0,1
23,7.0,29.0,0
24,9.0,97.0,3
25,3.0,7.0,1
26,8.0,29.0,2
27,13.0,110.0,1
28,5.0,12.0,3
29,9.0,33.0,2
30,5.0,8.0,1
31,6.0,52.0,1
32,13.0,137.0,1
33,4.0,14.0,2
34,8.0,31.0,2
35,14.0,147.0,1
36,19.0,300.0,2
37,21.0,490.0,0
38,14.0,157.0,2
39,8.0,52.0,0
40,11.0,132.0,0
41,10.0,43.0,0
42,10.0,33.0,0
43,8.0,28.0,1
44,17.0,154.0,2
45,9.0,47.0,2
46,7.0,54.0,2
47,10.0,130.0,3
48,4.0,5.0,0
49,8.0,38.0,1
50,14.0,139.0,0
51,5.0,14.0,1
52,8.0,27.0,3
53,16.0,137.0,1
54,4.0,8.0,1
55,6.0,50.0,2
56,4.0,9.0,2
57,8.0,55.0,1
58,12.0,147.0,4
59,5.0,9.0,2
60,9.0,56.0,0
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,9.0,0
6,5.0,20.0,0
7,11.0,79.0,0
8,4.0,10.0,0
9,6.0,22.0,1
10,5.0,13.0,0
11,5.0,21.0,2
12,5.0,18.0,1
13,5.0,16.0,1
14,3.0,6.0,1
15,3.0,8.0,2
16,9.0,61.0,0
17,10.0,148.0,2
18,4.0,4.0,1
19,8.0,45.0,0
20,8.0,31.0,1
21,9.0,26.0,1
22,11.0,109.0,2
23,7.0,29.0,0
24,11.0,97.0,3
25,14.0,202.0,0
26,17.0,354.0,1
27,7.0,16.0,3
28,9.0,72.0,1
29,5.0,28.0,2
30,11.0,99.0,1
31,15.0,205.0,1
32,17.0,359.0,2
33,23.0,541.0,4
34,27.0,775.0,1
35,28.0,1035.0,2
36,33.0,1335.0,0
37,37.0,1678.0,0
38,41.0,2057.0,2
39,31.0,1156.0,1
40,25.0,385.0,0
41,7.0,20.0,3
42,8.0,25.0,1
43,11.0,33.0,2
44,10.0,72.0,1
45,12.0,167.0,0
46,10.0,34.0,5
47,13.0,36.0,2
48,9.0,27.0,0
49,11.0,30.0,1
50,9.0,35.0,4
51,16.0,48.0,1
52,22.0,157.0,2
53,19.0,313.0,3
54,14.0,62.0,0
55,15.0,51.0,4
56,19.0,153.0,0
57,15.0,65.0,0
58,23.0,218.0,3
59,16.0,99.0,2
60,20.0,173.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,5.0,39.0,0
7,12.0,113.0,0
8,4.0,14.0,0
9,9.0,59.0,0
10,13.0,144.0,1
11,15.0,271.0,2
12,19.0,427.0,1
13,11.0,84.0,3
14,9.0,36.0,2
15,21.0,182.0,2
16,17.0,135.0,0
17,7.0,68.0,3
18,11.0,149.0,0
19,10.0,29.0,1
20,22.0,184.0,2
21,26.0,409.0,0
22,30.0,672.0,2
23,17.0,272.0,0
24,6.0,60.0,1
25,12.0,133.0,2
26,9.0,36.0,1
27,15.0,50.0,3
28,17.0,162.0,2
29,10.0,35.0,2
30,9.0,38.0,3
31,13.0,36.0,1
32,16.0,151.0,0
33,8.0,29.0,1
34,16.0,145.0,4
35,10.0,48.0,1
36,9.0,36.0,2
37,9.0,27.0,2
38,11.0,40.0,2
39,3.0,4.0,3
40,12.0,47.0,2
41,9.0,32.0,1
42,9.0,66.0,1
43,8.0,29.0,2
44,11.0,118.0,0
45,4.0,10.0,2
46,10.0,43.0,3
47,15.0,171.0,3
48,21.0,337.0,2
49,25.0,551.0,0
50,26.0,796.0,0
51,31.0,1071.0,2
52,36.0,1391.0,0
53,35.0,1737.0,1
54,27.0,658.0,0
55,16.0,150.0,2
56,9.0,132.0,0
57,10.0,32.0,1
58,13.0,38.0,2
59,9.0,49.0,1
60,12.0,39.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,5.0,39.0,0
7,12.0,113.0,0
8,13.0,225.0,0
9,3.0,14.0,0
10,10.0,62.0,1
11,5.0,11.0,2
12,6.0,28.0,1
13,4.0,13.0,1
14,10.0,74.0,3
15,2.0,9.0,2
16,7.0,25.0,3
17,5.0,7.0,3
18,7.0,55.0,1
19,12.0,136.0,2
20,4.0,5.0,2
21,9.0,41.0,0
22,3.0,9.0,1
23,8.0,35.0,1
24,12.0,124.0,1
25,15.0,251.0,3
26,18.0,409.0,1
27,24.0,601.0,2
28,13.0,91.0,1
29,11.0,39.0,0
30,6.0,18.0,2
31,11.0,41.0,3
32,6.0,21.0,1
33,9.0,31.0,0
34,11.0,38.0,1
35,10.0,88.0,3
36,13.0,188.0,0
37,9.0,32.0,1
38,11.0,30.0,2
39,8.0,25.0,1
40,17.0,154.0,1
41,24.0,338.0,2
42,9.0,51.0,2
43,5.0,50.0,2
44,12.0,41.0,2
45,8.0,31.0,1
46,7.0,28.0,2
47,20.0,164.0,1
48,12.0,82.0,3
49,8.0,87.0,0
50,11.0,29.0,2
51,20.0,182.0,1
52,12.0,102.0,2
53,12.0,37.0,1
54,4.0,12.0,0
55,8.0,24.0,1
56,7.0,23.0,0
57,9.0,88.0,1
58,9.0,30.0,2
59,9.0,30.0,3
60,11.0,123.0,4
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,5.0,39.0,0
7,12.0,113.0,0
8,13.0,225.0,0
9,5.0,21.0,0
10,10.0,65.0,1
11,9.0,33.0,2
12,15.0,154.0,2
13,21.0,321.0,1
14,23.0,526.0,3
15,15.0,210.0,1
16,7.0,57.0,3
17,11.0,31.0,1
18,18.0,174.0,1
19,22.0,374.0,1
20,13.0,93.0,1
21,9.0,29.0,1
22,21.0,186.0,2
23,12.0,67.0,0
24,6.0,16.0,0
25,18.0,137.0,3
26,30.0,386.0,0
27,21.0,282.0,0
28,13.0,61.0,0
29,25.0,188.0,1
30,34.0,476.0,0
31,21.0,261.0,2
32,16.0,89.0,3
33,7.0,18.0,1
34,8.0,42.0,2
35,12.0,40.0,1
36,10.0,63.0,3
37,10.0,142.0,1
38,15.0,248.0,3
39,18.0,401.0,1
40,11.0,46.0,2
41,23.0,184.0,1
42,27.0,426.0,1
43,32.0,714.0,0
44,18.0,301.0,1
45,9.0,56.0,1
46,7.0,24.0,3
47,10.0,32.0,3
48,12.0,105.0,2
49,15.0,226.0,1
50,12.0,54.0,2
51,19.0,176.0,1
52,23.0,368.0,1
53,20.0,185.0,2
54,9.0,26.0,2
55,23.0,170.0,2
56,13.0,72.0,2
57,10.0,48.0,1
58,14.0,43.0,2
59,9.0,30.0,2
60,22.0,183.0,2
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,9.0,0
6,5.0,19.0,0
7,10.0,79.0,0
8,13.0,181.0,0
9,5.0,17.0,1
10,9.0,28.0,1
11,16.0,155.0,2
12,20.0,328.0,2
13,9.0,27.0,0
14,6.0,56.0,1
15,10.0,32.0,1
16,8.0,27.0,1
17,10.0,111.0,3
18,16.0,238.0,3
19,4.0,14.0,1
20,9.0,35.0,2
21,6.0,23.0,1
22,10.0,81.0,1
23,9.0,32.0,3
24,4.0,22.0,0
25,10.0,84.0,3
26,5.0,17.0,2
27,10.0,36.0,1
28,7.0,18.0,2
29,9.0,86.0,2
30,12.0,192.0,0
31,19.0,338.0,0
32,6.0,17.0,3
33,9.0,35.0,3
34,10.0,34.0,0
35,8.0,25.0,1
36,19.0,159.0,0
37,6.0,27.0,2
38,8.0,59.0,1
39,8.0,29.0,1
40,19.0,167.0,1
41,15.0,93.0,2
42,7.0,28.0,1
43,7.0,15.0,2
44,9.0,69.0,2
45,7.0,26.0,4
46,19.0,161.0,2
47,25.0,365.0,1
48,8.0,60.0,3
49,7.0,62.0,1
50,10.0,32.0,1
51,23.0,184.0,2
52,26.0,416.0,1
53,30.0,688.0,0
54,33.0,991.0,3
55,22.0,407.0,2
56,14.0,61.0,0
57,23.0,221.0,1
58,27.0,203.0,0
59,22.0,132.0,1
60,10.0,42.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,9.0,0
6,5.0,20.0,0
7,6.0,8.0,0
8,6.0,24.0,0
9,3.0,13.0,1
10,5.0,6.0,0
11,6.0,22.0,0
12,2.0,11.0,1
13,7.0,57.0,0
14,5.0,5.0,1
15,6.0,49.0,2
16,10.0,112.0,3
17,17.0,215.0,0
18,4.0,17.0,0
19,9.0,36.0,2
20,7.0,12.0,0
21,9.0,73.0,0
22,5.0,24.0,2
23,10.0,30.0,2
24,4.0,10.0,1
25,8.0,29.0,1
26,6.0,10.0,1
27,8.0,62.0,1
28,4.0,10.0,2
29,7.0,59.0,1
30,5.0,9.0,1
31,6.0,26.0,3
32,5.0,11.0,3
33,7.0,56.0,2
34,5.0,16.0,2
35,8.0,28.0,1
36,3.0,9.0,1
37,6.0,14.0,2
38,9.0,66.0,2
39,10.0,158.0,0
40,6.0,16.0,0
41,10.0,61.0,1
42,5.0,27.0,2
43,8.0,26.0,0
44,7.0,22.0,1
45,7.0,27.0,1
46,11.0,107.0,2
47,15.0,229.0,2
48,7.0,28.0,2
49,9.0,57.0,2
50,12.0,150.0,1
51,16.0,280.0,0
52,19.0,450.0,1
53,11.0,103.0,1
54,10.0,29.0,2
55,22.0,180.0,0
56,11.0,68.0,1
57,7.0,63.0,0
58,12.0,145.0,2
59,13.0,257.0,2
60,7.0,28.0,2
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,5.0,39.0,0
7,4.0,6.0,0
8,7.0,29.0,0
9,10.0,112.0,0
10,4.0,7.0,1
11,8.0,29.0,1
12,6.0,22.0,4
13,9.0,82.0,2
14,14.0,178.0,2
15,15.0,315.0,2
16,6.0,30.0,2
17,8.0,49.0,1
18,9.0,24.0,1
19,5.0,19.0,1
20,10.0,85.0,3
21,5.0,12.0,2
22,7.0,63.0,2
23,9.0,29.0,1
24,9.0,29.0,2
25,3.0,14.0,3
26,9.0,23.0,2
27,5.0,22.0,2
28,5.0,27.0,3
29,5.0,10.0,3
30,4.0,14.0,1
31,9.0,72.0,1
32,7.0,17.0,2
33,8.0,33.0,2
34,3.0,13.0,0
35,10.0,71.0,1
36,11.0,166.0,2
37,17.0,301.0,0
38,21.0,476.0,3
39,3.0,7.0,2
40,8.0,45.0,0
41,10.0,20.0,1
42,7.0,28.0,0
43,13.0,125.0,2
44,7.0,9.0,1
45,6.0,52.0,2
46,9.0,31.0,0
47,11.0,31.0,4
48,7.0,29.0,2
49,12.0,132.0,3
50,6.0,10.0,2
51,6.0,55.0,4
52,6.0,19.0,1
53,8.0,30.0,1
54,3.0,16.0,1
55,8.0,66.0,4
56,8.0,28.0,0
57,5.0,27.0,1
58,12.0,99.0,1
59,5.0,10.0,1
60,7.0,61.0,0
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,7.0,0
6,5.0,39.0,0
7,6.0,14.0,0
8,5.0,24.0,0
9,8.0,85.0,0
10,14.0,178.0,1
11,4.0,16.0,1
12,7.0,36.0,3
13,18.0,157.0,1
14,7.0,31.0,0
15,6.0,50.0,1
16,11.0,118.0,3
17,6.0,22.0,1
18,7.0,26.0,1
19,5.0,5.0,1
20,7.0,43.0,1
21,10.0,130.0,3
22,6.0,12.0,1
23,7.0,54.0,1
24,10.0,137.0,1
25,6.0,5.0,2
26,6.0,25.0,0
27,5.0,18.0,3
28,11.0,29.0,0
29,3.0,13.0,0
30,7.0,29.0,1
31,14.0,125.0,1
32,17.0,262.0,0
33,17.0,426.0,2
34,23.0,629.0,2
35,17.0,208.0,1
36,8.0,60.0,0
37,8.0,23.0,2
38,19.0,150.0,0
39,7.0,28.0,1
40,7.0,69.0,2
41,10.0,33.0,3
42,19.0,176.0,1
43,22.0,372.0,1
44,27.0,606.0,1
45,18.0,305.0,3
46,9.0,35.0,2
47,21.0,177.0,1
48,25.0,158.0,1
49,12.0,90.0,0
50,8.0,28.0,2
51,21.0,163.0,0
52,16.0,90.0,2
53,8.0,28.0,2
54,22.0,166.0,2
55,33.0,434.0,1
56,24.0,342.0,1
57,18.0,117.0,2
58,4.0,17.0,1
59,6.0,20.0,3
60,7.0,15.0,1
1,3.0,0.0,0
2,1.0,0.0,0
3,0.0,0.0,0
4,3.0,0.0,0
5,3.0,9.0,0
6,5.0,19.0,0
7,6.0,8.0,0
8,6.0,23.0,0
9,8.0,91.0,1
10,16.0,195.0,0
11,4.0,14.0,0
12,5.0,50.0,1
13,7.0,18.0,2
14,8.0,83.0,0
15,3.0,11.0,2
16,9.0,57.0,2
17,3.0,18.0,3
18,8.0,68.0,0
19,6.0,13.0,0
20,5.0,19.0,1
21,5.0,15.0,1
22,8.0,64.0,3
23,3.0,5.0,3
24,8.0,34.0,1
25,4.0,11.0,0
26,9.0,71.0,1
27,4.0,13.0,2
28,8.0,27.0,0
29,12.0,121.0,3
30,18.0,262.0,0
31,20.0,435.0,2
32,24.0,651.0,1
33,30.0,905.0,1
34,16.0,234.0,0
35,9.0,61.0,0
36,11.0,45.0,0
37,22.0,203.0,0
38,8.0,59.0,2
39,11.0,27.0,1
40,22.0,170.0,2
41,12.0,75.0,2
42,8.0,63.0,0
